Index,Make,Model,City Mpg For Fuel Type1,Co2 Fuel Type1,Cylinders,Drive,Annual Fuel Cost For Fuel Type1,Fuel Type,Transmission,Vehicle Size Class,Year,ATV Type,Electric motor,baseModel,Price,cluster_label
4562,Chevrolet,V10 Suburban 4WD,11,-1,8,4-Wheel or All-Wheel Drive,5300,Regular,Manual 4-spd,Special Purpose Vehicles,1988,Petrol,Not Electric,Suburban,"$335,794",3
4563,GMC,T15 (S15) Pickup 4WD,15,-1,6,4-Wheel or All-Wheel Drive,3250,Regular,Automatic 4-spd,Standard Pickup Trucks,1988,Petrol,Not Electric,Pickup,"$6,840",3
4564,Chevrolet,T10 (S10) Pickup 4WD,16,-1,6,4-Wheel or All-Wheel Drive,3250,Regular,Manual 5-spd,Standard Pickup Trucks,1988,Petrol,Not Electric,T10 (S10) Pickup,"$90,550",3
4565,GMC,C15 Pickup 2WD,13,-1,8,Rear-Wheel Drive,3900,Regular,Manual 5-spd,Standard Pickup Trucks,1988,Petrol,Not Electric,Pickup,"$4,062",3
4566,Chevrolet,C10 Pickup 2WD,15,-1,6,Rear-Wheel Drive,3400,Regular,Manual 5-spd,Standard Pickup Trucks,1988,Petrol,Not Electric,C10 Pickup,"$6,900",3
4567,GMC,S15 Cab Chassis 2WD,14,-1,6,Rear-Wheel Drive,4150,Regular,Automatic 4-spd,Special Purpose Vehicle 2WD,1988,Petrol,Not Electric,S15 Cab Chassis,"$7,995",1
4568,Nissan,Maxima Wagon,16,-1,6,Front-Wheel Drive,3250,Regular,Automatic 4-spd,Small Station Wagons,1988,Petrol,Not Electric,Maxima,"$17,774",1
4569,Mitsubishi,Cordia,19,-1,4,Front-Wheel Drive,2650,Regular,Manual 5-spd,Subcompact Cars,1988,Petrol,Not Electric,Cordia,"$11,054",1
4570,Jeep,Comanche 4WD,19,-1,4,4-Wheel or All-Wheel Drive,2750,Regular,Manual 4-spd,Standard Pickup Trucks,1988,Petrol,Not Electric,Comanche,"$5,000",3
4571,Chevrolet,K10 Pickup 4WD,12,-1,8,4-Wheel or All-Wheel Drive,4150,Regular,Manual 5-spd,Standard Pickup Trucks,1988,Petrol,Not Electric,K10 Pickup,"$4,500",3
4572,GMC,C25 Pickup 2WD,12,-1,8,Rear-Wheel Drive,4500,Regular,Manual 4-spd,Standard Pickup Trucks,1988,Petrol,Not Electric,Pickup,"$4,142",3
4573,Ruf Automobile Gmbh,Ruf,11,-1,6,Rear-Wheel Drive,5500,Premium,Manual 5-spd,Two Seaters,1988,Petrol,Not Electric,Ruf,"$505,500",1
4574,Chevrolet,T10 (S10) Blazer 4WD,15,-1,6,4-Wheel or All-Wheel Drive,3400,Regular,Automatic 4-spd,Special Purpose Vehicles,1988,Petrol,Not Electric,Blazer,"$35,050",1
4575,BMW,5 Series,14,-1,6,Rear-Wheel Drive,3650,Regular,Manual 5-spd,Compact Cars,1988,Petrol,Not Electric,5 Series,"$3,800",1
4576,BMW,750 Series,11,-1,12,Rear-Wheel Drive,4500,Regular,Automatic 4-spd,Large Cars,1988,Petrol,Not Electric,7 Series,"$175,392",1
4577,Oldsmobile,Firenza,23,-1,4,Front-Wheel Drive,2150,Regular,Manual 5-spd,Compact Cars,1988,Petrol,Not Electric,Firenza,"$9,695",1
4578,Sterling,825,16,-1,6,Front-Wheel Drive,3250,Regular,Automatic 4-spd,Compact Cars,1988,Petrol,Not Electric,825,"$26,983",1
4579,Toyota,Corolla FX,26,-1,4,Front-Wheel Drive,2000,Regular,Manual 5-spd,Subcompact Cars,1988,Petrol,Not Electric,Corolla,"$38,050",1
4580,Chrysler,New Yorker/5th Avenue,17,-1,6,Front-Wheel Drive,3050,Regular,Automatic 3-spd,Midsize Cars,1988,Petrol,Not Electric,New Yorker/5th Avenue,"$9,855",1
4581,Pontiac,Fiero,21,-1,4,Rear-Wheel Drive,2400,Regular,Automatic 3-spd,Two Seaters,1988,Petrol,Not Electric,Fiero,"$3,400",1
4582,Nissan,200SX,17,-1,6,Rear-Wheel Drive,3050,Regular,Manual 5-spd,Subcompact Cars,1988,Petrol,Not Electric,200SX,"$4,000,",1
4583,Suzuki,Forsa,36,-1,3,Front-Wheel Drive,1500,Regular,Manual 5-spd,Subcompact Cars,1988,Petrol,Not Electric,Forsa,"$286,536",1
4584,Ford,EXP,21,-1,4,Front-Wheel Drive,2400,Regular,Automatic 3-spd,Two Seaters,1988,Petrol,Not Electric,EXP,"$8,073",1
4585,BMW,3 Series,15,-1,6,4-Wheel or All-Wheel Drive,3250,Regular,Manual 5-spd,Subcompact Cars,1988,Petrol,Not Electric,3 Series,"$1,255",1
4586,Panther Car Company Limited,Kallista,18,-1,4,Rear-Wheel Drive,2900,Regular,Manual 4-spd,Two Seaters,1988,Petrol,Not Electric,Kallista,"$23,500",1
4587,Audi,5000 CS quattro,15,-1,5,4-Wheel or All-Wheel Drive,3250,Regular,Manual 5-spd,Midsize Cars,1988,Petrol,Not Electric,5000,"$10,835",1
4588,Audi,5000 S quattro,16,-1,5,4-Wheel or All-Wheel Drive,3250,Regular,Manual 5-spd,Midsize Cars,1988,Petrol,Not Electric,5000,"$2,100",1
4589,BMW,7 Series,14,-1,6,Rear-Wheel Drive,3650,Regular,Manual 5-spd,Midsize Cars,1988,Petrol,Not Electric,7 Series,"$175,392",1
4590,Nissan,Stanza Wagon 2WD,18,-1,4,Front-Wheel Drive,2900,Regular,Automatic 4-spd,Midsize-Large Station Wagons,1988,Petrol,Not Electric,Stanza,"$12,599",3
4591,GMC,V15 Jimmy 4WD,15,-1,8,4-Wheel or All-Wheel Drive,4100,Diesel,Automatic 4-spd,Special Purpose Vehicles,1988,Diesel,Not Electric,Jimmy,"$19,995",3
4592,Oldsmobile,Firenza Cruiser,22,-1,4,Front-Wheel Drive,2250,Regular,Manual 5-spd,Small Station Wagons,1988,Petrol,Not Electric,Firenza,"$9,695",1
4593,Yugo,GV,23,-1,4,Front-Wheel Drive,2400,Regular,Manual 5-spd,Subcompact Cars,1988,Petrol,Not Electric,GV/GVX,"$3,990",1
4594,Toyota,Tercel Wagon,23,-1,4,4-Wheel or All-Wheel Drive,2350,Regular,Manual 5-spd,Small Station Wagons,1988,Petrol,Not Electric,Tercel,"$10,488",1
4595,Chrysler,QC Car,17,-1,4,Front-Wheel Drive,3750,Premium,Automatic 3-spd,Two Seaters,1988,Petrol,Not Electric,QC Car,"$7,990",1
4596,Audi,5000 S,17,-1,5,Front-Wheel Drive,3250,Regular,Automatic 3-spd,Midsize Cars,1988,Petrol,Not Electric,5000,"$4,950",1
4597,GMC,V15 Suburban 4WD,15,-1,8,4-Wheel or All-Wheel Drive,4350,Diesel,Automatic 4-spd,Special Purpose Vehicles,1988,Diesel,Not Electric,Suburban,"$9,495",3
4598,"JBA Motorcars, Inc.",W-126/4 Series,15,-1,6,Rear-Wheel Drive,3900,Regular,Automatic 4-spd,Large Cars,1988,Petrol,Not Electric,W-126/4 Series,"$45,730",1
4599,Audi,5000S Wagon,16,-1,5,Front-Wheel Drive,3250,Regular,Automatic 3-spd,Midsize-Large Station Wagons,1988,Petrol,Not Electric,5000,"$11,750",3
4600,Dodge,Aries Wagon,20,-1,4,Front-Wheel Drive,2650,Regular,Automatic 3-spd,Midsize-Large Station Wagons,1988,Petrol,Not Electric,Aries,"$7,695",3
4601,GMC,K15 Pickup 4WD,12,-1,8,4-Wheel or All-Wheel Drive,4150,Regular,Automatic 4-spd,Standard Pickup Trucks,1988,Petrol,Not Electric,Pickup,"$4,521",3
4602,Volvo,740/760 Wagon,18,-1,4,Rear-Wheel Drive,2900,Regular,Manual 4-spd,Midsize-Large Station Wagons,1988,Petrol,Not Electric,740/760,"$80,740",3
4603,CX Automotive,CX 25 Prestige,16,-1,4,Front-Wheel Drive,4200,Premium,Automatic 3-spd,Large Cars,1988,Petrol,Not Electric,CX,"$13,750",1
4604,Jaguar,XJ-SC,11,-1,12,Rear-Wheel Drive,4500,Regular,Automatic 3-spd,Two Seaters,1988,Petrol,Not Electric,XJS,"$14,995",1
4605,Plymouth,Reliant Wagon,20,-1,4,Front-Wheel Drive,2650,Regular,Automatic 3-spd,Midsize-Large Station Wagons,1988,Petrol,Not Electric,Reliant,"$7,405",3
4606,Jeep,Comanche 2WD,16,-1,4,Rear-Wheel Drive,3250,Regular,Automatic 4-spd,Standard Pickup Trucks,1988,Petrol,Not Electric,Comanche,"$5,000",1
4607,Red Shift Ltd.,Delta 204T,19,-1,4,Rear-Wheel Drive,3100,Premium,Manual 5-spd,Two Seaters,1988,Petrol,Not Electric,Delta 204T,"$3,200",1
4608,Mitsubishi,Galant Sigma,16,-1,6,Front-Wheel Drive,3250,Regular,Automatic 4-spd,Compact Cars,1988,Petrol,Not Electric,Galant,"$20,000",1
4609,Toyota,Tercel EZ,30,-1,4,Front-Wheel Drive,1750,Regular,Manual 4-spd,Subcompact Cars,1988,Petrol,Not Electric,Tercel,"$6,148",3
4610,Chevrolet,Nova,26,-1,4,Front-Wheel Drive,2000,Regular,Manual 5-spd,Compact Cars,1988,Petrol,Not Electric,Nova,"$9,085",1
4611,Suzuki,Forsa Turbo,31,-1,3,Front-Wheel Drive,1700,Regular,Manual 5-spd,Minicompact Cars,1988,Petrol,Not Electric,Forsa,$1600,1
4612,Eagle,Renault Medallion Wagon,17,-1,4,Front-Wheel Drive,3050,Regular,Automatic 3-spd,Midsize-Large Station Wagons,1988,Petrol,Not Electric,Renault Medallion,"$11,649",3
4613,Audi,5000 CS Turbo,16,-1,5,Front-Wheel Drive,3050,Regular,Manual 5-spd,Midsize Cars,1988,Petrol,Not Electric,5000,"$11,750",1
4614,CX Automotive,CX 25 GTI,16,-1,4,Front-Wheel Drive,4200,Premium,Automatic 3-spd,Midsize Cars,1988,Petrol,Not Electric,CX,"$27,879",1
4615,GMC,T15 (S15) Jimmy 4WD,15,-1,6,4-Wheel or All-Wheel Drive,3400,Regular,Automatic 4-spd,Special Purpose Vehicles,1988,Petrol,Not Electric,Jimmy,"$3,300",1
4616,Maserati,Q,17,-1,4,Front-Wheel Drive,3750,Premium,Automatic 3-spd,Two Seaters,1988,Petrol,Not Electric,Q,"$10,875",1
4617,BMW,6 Series,14,-1,6,Rear-Wheel Drive,3900,Regular,Manual 5-spd,Subcompact Cars,1988,Petrol,Not Electric,6 Series,"$7,995",1
4618,Jeep,J-10 Pickup Truck 4WD,10,-1,8,4-Wheel or All-Wheel Drive,5300,Regular,Automatic 3-spd,Standard Pickup Trucks,1988,Petrol,Not Electric,J-10 Pickup,"$13,743",3
4619,Dacia,Sedan,21,-1,4,Front-Wheel Drive,2550,Regular,Manual 5-spd,Minicompact Cars,1988,Petrol,Not Electric,Sedan,"$15,000",1
4620,Ford,Courier Pickup 4WD,15,-1,4,4-Wheel or All-Wheel Drive,3400,Regular,Manual 5-spd,Small Pickup Trucks,1988,Petrol,Not Electric,Courier,"$3,700",3
4621,Mazda,B2600 4x4,15,-1,4,4-Wheel or All-Wheel Drive,3650,Regular,Automatic 3-spd,Small Pickup Trucks,1988,Petrol,Not Electric,B Pickup,"$2,640",3
4622,Mcevoy Motors,240 DL/240 GL Sedan,18,-1,4,Rear-Wheel Drive,3050,Regular,Automatic 4-spd,Compact Cars,1988,Petrol,Not Electric,240 DL/240 GL Sedan,"$2,500",1
4623,Volkswagen,Quantum Wagon,17,-1,5,Front-Wheel Drive,3050,Regular,Manual 5-spd,Small Station Wagons,1988,Petrol,Not Electric,Quantum,"$17,845",1
4624,Grumman Allied Industries,LLV,16,-1,4,Rear-Wheel Drive,3400,Regular,Automatic 3-spd,Special Purpose Vehicle 2WD,1988,Petrol,Not Electric,LLV,$3200,3
4625,CCC Engineering,Duntov GT,13,-1,8,Rear-Wheel Drive,3900,Regular,Automatic 4-spd,Large Cars,1988,Petrol,Not Electric,Duntov GT,"$4,500",1
4626,Volvo,740/760,18,-1,4,Rear-Wheel Drive,2900,Regular,Manual 4-spd,Midsize Cars,1988,Petrol,Not Electric,740/760,"$21,815",1
4627,Oldsmobile,Cutlass Supreme Classic,16,-1,8,Rear-Wheel Drive,3250,Regular,Automatic 4-spd,Midsize Cars,1988,Petrol,Not Electric,Cutlass Supreme,"$25,500",1
4628,Eagle,Renault Medallion Sedan,22,-1,4,Front-Wheel Drive,2350,Regular,Manual 5-spd,Midsize Cars,1988,Petrol,Not Electric,Renault Medallion,"$88,959",1
4629,Cadillac,Cimarron,18,-1,6,Front-Wheel Drive,2750,Regular,Manual 5-spd,Compact Cars,1988,Petrol,Not Electric,Cimarron,$2500,1
4630,Volkswagen,Quantum,16,-1,5,Front-Wheel Drive,3250,Regular,Automatic 3-spd,Compact Cars,1988,Petrol,Not Electric,Quantum,"$17,845",1
4631,Volkswagen,Scirocco 16v,19,-1,4,Front-Wheel Drive,2650,Regular,Manual 5-spd,Subcompact Cars,1988,Petrol,Not Electric,Scirocco,"$15,000",1
4632,Mitsubishi,Tredia,19,-1,4,Front-Wheel Drive,2650,Regular,Manual 5-spd,Subcompact Cars,1988,Petrol,Not Electric,Tredia,"$10,264",1
4633,Chrysler,New Yorker Turbo,18,-1,4,Front-Wheel Drive,3600,Premium,Automatic 3-spd,Midsize Cars,1988,Petrol,Not Electric,New Yorker,"$2,500",1
4634,Porsche,924 S,18,-1,4,Rear-Wheel Drive,3050,Regular,Automatic 3-spd,Minicompact Cars,1988,Petrol,Not Electric,924,"$15,600",1
4635,Porsche,944 S,17,-1,4,Rear-Wheel Drive,3750,Premium,Manual 5-spd,Minicompact Cars,1988,Petrol,Not Electric,944,"$29,000",1
4636,Chrysler,Town and Country Wagon,20,-1,4,Front-Wheel Drive,2650,Regular,Automatic 3-spd,Midsize-Large Station Wagons,1988,Petrol,Not Electric,Town and Country,"$6,200",3
4637,Volkswagen,Quantum Syncro Wagon,15,-1,5,4-Wheel or All-Wheel Drive,3400,Regular,Manual 5-spd,Small Station Wagons,1988,Petrol,Not Electric,Quantum,"$4,000,",1
4638,Dacia,Station Wagon,21,-1,4,Front-Wheel Drive,2550,Regular,Manual 5-spd,Small Station Wagons,1988,Petrol,Not Electric,Station Wagon,"$5,900",1
4639,Pontiac,Sunbird Wagon,23,-1,4,Front-Wheel Drive,2350,Regular,Automatic 3-spd,Small Station Wagons,1988,Petrol,Not Electric,Sunbird,"$2,999",1
4640,Chevrolet,R10 Suburban 2WD,11,-1,8,Rear-Wheel Drive,4500,Regular,Automatic 4-spd,Special Purpose Vehicle 2WD,1988,Petrol,Not Electric,Suburban,"$335,794",1
4641,GMC,R15 Suburban 2WD,15,-1,8,Rear-Wheel Drive,4100,Diesel,Automatic 4-spd,Special Purpose Vehicle 2WD,1988,Diesel,Not Electric,Suburban,"$1,750",3
4642,Nissan,Van (cargo),16,-1,4,Rear-Wheel Drive,3400,Regular,Automatic 4-spd,Vans,1988,Petrol,Not Electric,Van,"$7,000",1
4643,Chevrolet,Spectrum Turbo,24,-1,4,Front-Wheel Drive,2150,Regular,Manual 5-spd,Subcompact Cars,1988,Petrol,Not Electric,Spectrum,"$7,705",1
4644,Nissan,Stanza Wagon 4WD,18,-1,4,4-Wheel or All-Wheel Drive,3050,Regular,Manual 5-spd,Special Purpose Vehicles,1988,Petrol,Not Electric,Stanza,"$13,704",1
4645,Audi,5000 CS quattro Wagon,15,-1,5,4-Wheel or All-Wheel Drive,3250,Regular,Manual 5-spd,Midsize-Large Station Wagons,1988,Petrol,Not Electric,5000,"$23,955",3
4646,Oldsmobile,Delta 88,17,-1,6,Front-Wheel Drive,2900,Regular,Automatic 4-spd,Large Cars,1988,Petrol,Not Electric,Delta 88,"$5,995",1
4647,Jaguar,XJ-S,11,-1,12,Rear-Wheel Drive,4500,Regular,Automatic 3-spd,Subcompact Cars,1988,Petrol,Not Electric,XJS,"$117,318",1
4648,Chevrolet,Sprint Metro,44,-1,3,Front-Wheel Drive,1250,Regular,Manual 5-spd,Minicompact Cars,1988,Petrol,Not Electric,Sprint,"$5,495",1
4649,Jeep,J-20 Pickup Truck 4WD,10,-1,8,4-Wheel or All-Wheel Drive,5300,Regular,Automatic 3-spd,Standard Pickup Trucks,1988,Petrol,Not Electric,J-20 Pickup,"$5,000",3
4650,Chevrolet,V10 (K10) Blazer 4WD,12,-1,8,4-Wheel or All-Wheel Drive,4500,Regular,Manual 4-spd,Special Purpose Vehicles,1987,Petrol,Not Electric,Blazer,"$47,995",3
4651,GMC,V15 Pickup 4WD,12,-1,8,4-Wheel or All-Wheel Drive,4500,Regular,Automatic 3-spd,Standard Pickup Trucks,1987,Petrol,Not Electric,Pickup,"$9,995",3
4652,Renault,Alliance Convertible,21,-1,4,Front-Wheel Drive,2550,Regular,Automatic 3-spd,Subcompact Cars,1987,Petrol,Not Electric,Alliance/Encore,"$5,083",1
4653,Volkswagen,GTI/Golf GT,23,-1,4,Front-Wheel Drive,2350,Regular,Manual 5-spd,Compact Cars,1987,Petrol,Not Electric,Golf/GTI,"$12,240,",1
4654,GMC,V25 Pickup 4WD,11,-1,8,4-Wheel or All-Wheel Drive,4850,Regular,Manual 4-spd,Standard Pickup Trucks,1987,Petrol,Not Electric,Pickup,"$42,900",3
4655,Audi,4000 CS quattro,16,-1,5,4-Wheel or All-Wheel Drive,3400,Regular,Manual 5-spd,Subcompact Cars,1987,Petrol,Not Electric,4000,"$19,850",1
4656,Chevrolet,Sprint ER,44,-1,3,Front-Wheel Drive,1250,Regular,Manual 5-spd,Minicompact Cars,1987,Petrol,Not Electric,Sprint,"$6,110",1
4657,Pontiac,Firebird/Trans Am/Formula,15,-1,8,Rear-Wheel Drive,3250,Regular,Manual 5-spd,Subcompact Cars,1987,Petrol,Not Electric,Firebird/Trans Am/Formula,"$19,000",1
4658,Chevrolet,El Camino Pickup 2WD,15,-1,8,Rear-Wheel Drive,3400,Regular,Automatic 4-spd,Standard Pickup Trucks,1987,Petrol,Not Electric,El Camino Pickup,"$12,995",1
4659,GMC,R25 Pickup 2WD,16,-1,8,Rear-Wheel Drive,4100,Diesel,Manual 4-spd,Standard Pickup Trucks,1987,Diesel,Not Electric,Pickup,"$4,415",0
4660,GMC,R15 Pickup 2WD,17,-1,8,Rear-Wheel Drive,3850,Diesel,Automatic 4-spd,Standard Pickup Trucks,1987,Diesel,Not Electric,Pickup,"$16,995",3
4661,Mazda,B2000/B2200/B2600,19,-1,4,Rear-Wheel Drive,2750,Regular,Manual 5-spd,Small Pickup Trucks,1987,Petrol,Not Electric,B Pickup,"$1,150",3
4662,Chevrolet,R10 Pickup 2WD,12,-1,8,Rear-Wheel Drive,4150,Regular,Automatic 4-spd,Standard Pickup Trucks,1987,Petrol,Not Electric,R10 Pickup,"$1,132",1
4663,Audi,Coupe GT,17,-1,5,Front-Wheel Drive,3050,Regular,Manual 5-spd,Subcompact Cars,1987,Petrol,Not Electric,Coupe GT,"$8,600",1
4664,Lotus,Esprit Turbo HC PI,16,-1,4,Rear-Wheel Drive,3050,Regular,Manual 5-spd,Two Seaters,1987,Petrol,Not Electric,Esprit,"$21,995",1
4665,CX Automotive,CX 25Tri,15,-1,4,Rear-Wheel Drive,3400,Regular,Manual 5-spd,Two Seaters,1987,Petrol,Not Electric,CX,"$3,700",1
4666,Chevrolet,V10 (K10) Suburban 4WD,14,-1,8,4-Wheel or All-Wheel Drive,4350,Diesel,Automatic 4-spd,Special Purpose Vehicle 4WD,1987,Diesel,Not Electric,Suburban,"$28,900",3
4667,Chevrolet,Chevette CS,23,-1,4,Rear-Wheel Drive,2150,Regular,Manual 5-spd,Subcompact Cars,1987,Petrol,Not Electric,Chevette,"$5,274",1
4668,ASC Incorporated,GNX,14,-1,6,Rear-Wheel Drive,4500,Premium,Automatic 4-spd,Midsize Cars,1987,Petrol,Not Electric,GNX,"$220,000",1
4669,Chevrolet,V10 (K10) Pickup 4WD,16,-1,8,4-Wheel or All-Wheel Drive,4100,Diesel,Manual 4-spd,Standard Pickup Trucks,1987,Diesel,Not Electric,V10 (K10) Pickup,"$47,995",0
4670,Chevrolet,R20 (C20) Pickup 2WD,14,-1,8,Rear-Wheel Drive,3900,Regular,Manual 4-spd,Standard Pickup Trucks,1987,Petrol,Not Electric,R20 (C20) Pickup,"$1,132",3
4671,Pontiac,1000,23,-1,4,Rear-Wheel Drive,2150,Regular,Manual 5-spd,Subcompact Cars,1987,Petrol,Not Electric,1000,"$6,249",1
4672,Mercury,Lynx,24,-1,4,Front-Wheel Drive,2100,Regular,Manual 5-spd,Compact Cars,1987,Petrol,Not Electric,Lynx,"$7,024",1
4673,Toyota,Van 4WD,18,-1,4,4-Wheel or All-Wheel Drive,3250,Regular,Automatic 4-spd,Vans,1987,Petrol,Not Electric,Van,"$7,500",3
4674,Plymouth,Turismo,21,-1,4,Front-Wheel Drive,2650,Regular,Automatic 3-spd,Subcompact Cars,1987,Petrol,Not Electric,Turismo,"$7,585",1
4675,Dodge,Lancer Convertible,17,-1,4,Front-Wheel Drive,3750,Premium,Automatic 3-spd,Subcompact Cars,1987,Petrol,Not Electric,Lancer,"$8,633",1
4676,Mercury,Lynx Wagon,27,-1,4,Front-Wheel Drive,1900,Regular,Manual 4-spd,Small Station Wagons,1987,Petrol,Not Electric,Lynx,"$7,462",3
4677,Oldsmobile,Calais,17,-1,6,Front-Wheel Drive,2900,Regular,Automatic 3-spd,Compact Cars,1987,Petrol,Not Electric,Calais,"$9,741",1
4678,Toyota,Tercel Wagon 2WD,25,-1,4,Front-Wheel Drive,2100,Regular,Manual 5-spd,Small Station Wagons,1987,Petrol,Not Electric,Tercel,"$6,158",1
4679,Porsche,928 S,15,-1,8,Rear-Wheel Drive,4500,Premium,Automatic 4-spd,Minicompact Cars,1987,Petrol,Not Electric,928,"$15,996",1
4680,Mercedes-Benz,300TD,21,-1,6,Rear-Wheel Drive,3150,Diesel,Automatic 4-spd,Midsize-Large Station Wagons,1987,Diesel,Not Electric,300,"$29,950",3
4681,American Motors Corporation,Eagle 4WD,15,-1,6,4-Wheel or All-Wheel Drive,3400,Regular,Manual 5-spd,Special Purpose Vehicles,1987,Petrol,Not Electric,Eagle,"$11,150",1
4682,Oldsmobile,Ninety-Eight Regency,16,-1,6,Front-Wheel Drive,3050,Regular,Automatic 4-spd,Large Cars,1987,Petrol,Not Electric,Ninety-Eight Regency,"$17,371",1
4683,Toyota,Tercel Wagon 4WD,21,-1,4,4-Wheel or All-Wheel Drive,2650,Regular,Automatic 3-spd,Small Station Wagons,1987,Petrol,Not Electric,Tercel,"$8,990",1
4684,Ford,Taurus Wagon 3.0 A/C,17,-1,6,Front-Wheel Drive,3050,Regular,Automatic 4-spd,Midsize-Large Station Wagons,1987,Petrol,Not Electric,Taurus,"$7,950",3
4685,Porsche,911,16,-1,6,Rear-Wheel Drive,4000,Premium,Manual 5-spd,Minicompact Cars,1987,Petrol,Not Electric,911,"$26,750",1
4686,Toyota,Corolla Sport,23,-1,4,Rear-Wheel Drive,2250,Regular,Automatic 4-spd,Subcompact Cars,1987,Petrol,Not Electric,Corolla,"$176,670",1
4687,Nissan,Sentra Honeybee,28,-1,4,Front-Wheel Drive,1900,Regular,Manual 5-spd,Subcompact Cars,1987,Petrol,Not Electric,Sentra,"$31,995",1
4688,Mercedes-Benz,190D 2.5 Turbo,24,-1,5,Rear-Wheel Drive,2650,Diesel,Automatic 4-spd,Subcompact Cars,1987,Diesel,Not Electric,190,"$4,200",1
4689,Volkswagen,Jetta GLI/Wolfsburg Edition,21,-1,4,Front-Wheel Drive,2650,Regular,Automatic 3-spd,Compact Cars,1987,Petrol,Not Electric,Jetta,"$1,600",1
4690,Audi,4000,21,-1,4,Front-Wheel Drive,2650,Regular,Automatic 3-spd,Subcompact Cars,1987,Petrol,Not Electric,4000,"$26,250",1
4691,Rolls-Royce,Camargue,7,-1,8,Rear-Wheel Drive,7300,Regular,Automatic 3-spd,Compact Cars,1987,Petrol,Not Electric,Camargue,"$213,600",1
4692,Maserati,Biturbo,12,-1,6,Rear-Wheel Drive,4150,Regular,Manual 5-spd,Minicompact Cars,1987,Petrol,Not Electric,Biturbo,"$20,000",1
4693,Maserati,Biturbo Spyder,12,-1,6,Rear-Wheel Drive,4150,Regular,Manual 5-spd,Two Seaters,1987,Petrol,Not Electric,Biturbo Spyder,"$29,997",1
4694,Chevrolet,V20 Pickup 4WD,11,-1,8,4-Wheel or All-Wheel Drive,4850,Regular,Manual 4-spd,Standard Pickup Trucks,1987,Petrol,Not Electric,V20 Pickup,"$29,250",3
4695,Volkswagen,Scirocco,21,-1,4,Front-Wheel Drive,2550,Regular,Manual 5-spd,Subcompact Cars,1987,Petrol,Not Electric,Scirocco,"$141,450",1
4696,Mercedes-Benz,300SDL,19,-1,6,Rear-Wheel Drive,3450,Diesel,Automatic 4-spd,Midsize Cars,1987,Diesel,Not Electric,300,"$14,348",1
4697,Mcevoy Motors,740 GLE Sedan,18,-1,4,Rear-Wheel Drive,2900,Regular,Automatic 4-spd,Midsize Cars,1987,Petrol,Not Electric,740 GLE Sedan,"$31,995",1
4698,GMC,Caballero Pickup 2WD,16,-1,6,Rear-Wheel Drive,3250,Regular,Automatic 3-spd,Standard Pickup Trucks,1987,Petrol,Not Electric,Caballero Pickup,"$12,500",3
4699,Renault,Alliance,25,-1,4,Front-Wheel Drive,2100,Regular,Manual 5-spd,Compact Cars,1987,Petrol,Not Electric,Alliance/Encore,"$5,995",1
4700,Toyota,Cargo Van 4WD,18,-1,4,4-Wheel or All-Wheel Drive,3050,Regular,Manual 5-spd,Vans,1987,Petrol,Not Electric,Van,"$7,500",3
4701,Subaru,Brat 4WD,21,-1,4,4-Wheel or All-Wheel Drive,2550,Regular,Manual 4-spd,Small Pickup Trucks,1987,Petrol,Not Electric,Brat,"$30,000",0
4702,Nissan,Van(cargo),16,-1,4,Rear-Wheel Drive,3400,Regular,Automatic 4-spd,Vans,1987,Petrol,Not Electric,Van,"$12,187",1
4703,Toyota,Van 2WD,19,-1,4,Rear-Wheel Drive,2900,Regular,Manual 5-spd,Vans,1987,Petrol,Not Electric,Van,"$14,598",3
4704,Dodge,Charger GLH-S,17,-1,4,Front-Wheel Drive,2900,Regular,Manual 5-spd,Subcompact Cars,1987,Petrol,Not Electric,Charger,"$15,000",1
4705,Toyota,Cargo Van 2WD,18,-1,4,Rear-Wheel Drive,3050,Regular,Automatic 4-spd,Vans,1987,Petrol,Not Electric,Van,"$9,858",1
4706,Mercedes-Benz,190E 2.3-16,17,-1,4,Rear-Wheel Drive,3750,Premium,Manual 5-spd,Subcompact Cars,1987,Petrol,Not Electric,190,"$25,605",1
4707,Buick,Somerset/Skylark,19,-1,4,Front-Wheel Drive,2550,Regular,Manual 5-spd,Compact Cars,1987,Petrol,Not Electric,Somerset/Skylark,"$10,285",1
4708,Chrysler,Laser/Daytona,17,-1,4,Front-Wheel Drive,3750,Premium,Automatic 3-spd,Subcompact Cars,1987,Petrol,Not Electric,Laser/Daytona,"$3,700",1
4709,Maserati,Biturbo 425,12,-1,6,Rear-Wheel Drive,4500,Regular,Automatic 3-spd,Subcompact Cars,1987,Petrol,Not Electric,Biturbo,"$11,000",1
4710,Renault,GTA,23,-1,4,Front-Wheel Drive,2350,Regular,Manual 5-spd,Compact Cars,1987,Petrol,Not Electric,GTA,"$9,000",1
4711,Autokraft Limited,A.C.Mkiv,15,-1,8,Rear-Wheel Drive,3400,Regular,Manual 5-spd,Two Seaters,1987,Petrol,Not Electric,A.C.Mkiv,"$3,700",1
4712,Mercury,Sable Wagon 3.0 A/C,17,-1,6,Front-Wheel Drive,3050,Regular,Automatic 4-spd,Midsize-Large Station Wagons,1987,Petrol,Not Electric,Sable,"$2,999",3
4713,Mercedes-Benz,300D,22,-1,6,Rear-Wheel Drive,2900,Diesel,Automatic 4-spd,Compact Cars,1987,Diesel,Not Electric,300,"$89,350",1
